Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,mbti,IE,NS,TF,JP
1,8,10,10,8,7,3,8,6,3,10,3,2,3,8,ENFJ,1,1,1,0
4,3,7,6,7,4,4,3,9,2,4,3,4,7,3,ISTJ,0,0,0,0
5,4,9,6,10,2,3,4,9,5,4,3,5,9,3,ESFJ,1,0,1,0
5,4,5,7,6,5,4,10,4,6,3,7,5,8,6,ENTP,1,1,0,1
4,8,2,5,10,5,2,10,2,6,8,3,10,2,6,INFP,0,1,1,1
5,6,8,6,4,6,7,9,7,8,8,1,2,5,9,ENFJ,1,1,1,0
2,9,4,2,10,7,5,3,6,1,3,5,5,6,8,INTP,0,1,0,1
2,4,6,5,10,9,9,8,10,3,1,7,2,8,9,INTP,0,1,0,1
8,1,2,10,3,7,5,10,9,6,9,10,1,10,1,ENFP,1,1,1,1
6,10,1,2,10,4,2,10,4,1,4,9,1,8,4,INTP,0,1,0,1
9,10,5,9,6,9,3,6,5,5,10,4,2,10,2,ENFJ,1,1,1,0
3,7,5,8,4,7,2,4,3,9,3,9,8,9,7,ESTP,1,0,0,1
9,3,8,8,2,6,6,5,8,2,4,6,4,2,10,ESTP,1,0,0,1
9,6,9,6,1,7,9,6,5,3,9,10,6,3,3,ENFP,1,1,1,1
3,8,7,10,6,6,1,8,5,7,6,2,8,1,5,ENFJ,1,1,1,0
6,6,10,8,5,2,9,5,10,3,3,1,3,10,6,ENFJ,1,1,1,0
3,2,8,5,9,1,4,4,10,7,5,2,3,8,2,ISFJ,0,0,1,0
6,3,6,6,6,5,10,4,1,9,4,1,4,9,6,ENTJ,1,1,0,0
2,9,6,2,6,10,4,4,1,6,6,10,3,2,9,INTP,0,1,0,1
1,5,3,3,6,2,2,10,1,4,2,3,2,2,1,ISTJ,0,0,0,0
4,1,9,1,5,5,3,3,9,7,2,2,9,7,9,ISFP,0,0,1,1
10,7,4,3,5,6,6,9,9,3,9,9,10,8,2,ENFP,1,1,1,1
3,2,3,4,7,5,4,6,5,4,9,10,1,10,4,INFP,0,1,1,1
2,4,3,3,2,7,9,5,5,5,7,6,9,10,4,INFP,0,1,1,1
2,3,5,2,5,3,6,2,1,8,2,10,1,10,5,ISTP,0,0,0,1
10,7,8,5,4,1,4,4,4,7,9,5,9,3,3,ESFJ,1,0,1,0
1,7,7,6,9,10,4,9,2,6,2,3,8,1,9,ENTP,1,1,0,1
7,9,3,10,10,5,4,9,3,10,9,2,4,8,8,ENFP,1,1,1,1
2,2,1,6,2,10,1,4,10,1,8,5,3,7,10,ISFP,0,0,1,1
9,9,5,5,5,5,7,9,6,2,6,9,5,10,9,ENTP,1,1,0,1
10,2,5,10,7,10,7,10,1,2,6,7,2,7,7,ENTP,1,1,0,1
7,4,4,5,4,3,5,8,6,7,4,6,1,4,7,ISFJ,0,0,1,0
9,3,6,6,1,6,8,2,10,8,10,3,6,6,5,ESFJ,1,0,1,0
10,4,2,1,9,10,7,9,7,9,4,5,9,2,2,INFJ,0,1,1,0
3,2,8,7,2,4,4,1,6,2,5,10,10,3,5,ISTP,0,0,0,1
8,4,6,10,5,7,9,2,7,6,6,5,10,3,1,ENFJ,1,1,1,0
6,8,1,8,2,2,7,1,8,4,3,4,9,5,4,ESTP,1,0,0,1
7,7,7,10,8,3,9,2,7,10,2,10,10,10,3,ENFP,1,1,1,1
7,10,6,2,1,5,2,3,9,5,5,2,2,7,6,ESFJ,1,0,1,0
10,2,2,7,5,7,6,4,8,6,6,2,3,10,9,ENFP,1,1,1,1
1,4,3,8,8,8,10,7,6,6,7,10,10,10,1,INFP,0,1,1,1
10,7,8,8,5,4,9,9,6,10,8,4,3,2,7,ENFJ,1,1,1,0
1,9,2,2,8,6,6,7,5,3,3,2,4,1,6,INTJ,0,1,0,0
3,10,10,5,8,1,7,2,4,4,6,7,10,1,8,ESTP,1,0,0,1
6,5,5,9,10,8,3,6,10,8,3,5,7,7,7,ENFP,1,1,1,1
7,5,10,6,4,7,6,3,4,10,3,1,8,7,7,ESFP,1,0,1,1
2,4,5,7,5,7,8,4,9,2,6,1,9,1,9,INFJ,0,1,1,0
2,4,3,4,8,8,8,8,4,10,6,2,7,8,4,INFP,0,1,1,1
5,3,9,8,4,2,9,2,10,3,5,3,8,10,10,ESFP,1,0,1,1
6,10,6,9,9,10,3,5,6,5,4,7,8,8,10,ENTP,1,1,0,1
5,5,3,6,2,7,8,8,3,8,2,9,9,8,3,INTP,0,1,0,1
2,5,1,3,5,8,10,3,6,8,3,1,6,4,5,INFJ,0,1,1,0
4,3,4,3,2,7,6,7,3,9,1,5,1,9,1,INTJ,0,1,0,0
4,4,5,3,5,10,2,3,4,1,5,7,6,1,4,ISTJ,0,0,0,0
2,4,1,5,9,3,3,5,2,1,4,7,7,2,3,ISTJ,0,0,0,0
7,9,9,6,3,1,10,6,10,1,5,6,9,4,3,ESFP,1,0,1,1
3,10,9,6,8,8,8,10,2,10,4,1,2,6,8,ENFJ,1,1,1,0
4,6,7,8,2,1,4,1,7,10,6,1,6,4,3,ESFJ,1,0,1,0
10,10,7,3,4,2,7,9,4,8,4,10,4,9,5,ENFP,1,1,1,1
5,5,10,5,5,1,1,6,5,3,4,4,2,8,2,ESTJ,1,0,0,0
4,3,6,1,2,1,5,2,5,7,5,6,8,2,2,ISFJ,0,0,1,0
1,5,6,1,9,4,4,2,2,1,2,2,8,1,7,ISTJ,0,0,0,0
10,1,7,2,2,4,7,5,8,3,10,1,9,5,5,ISFJ,0,0,1,0
3,3,9,3,2,2,6,9,5,8,7,10,2,5,2,ISFJ,0,0,1,0
10,6,1,4,5,9,4,2,1,7,4,5,8,7,7,ESTP,1,0,0,1
1,10,7,5,7,8,2,2,3,5,4,1,10,4,9,ESTP,1,0,0,1
9,5,5,2,2,4,6,5,9,1,5,7,5,5,9,ESTP,1,0,0,1
5,5,10,4,2,8,4,4,4,8,6,3,10,5,7,ESFP,1,0,1,1
9,10,3,6,7,8,8,1,2,3,2,6,3,10,6,ENTP,1,1,0,1
4,3,2,8,4,10,2,9,6,4,10,4,8,10,8,INFP,0,1,1,1
5,10,5,1,4,4,5,1,6,3,5,2,6,2,1,ESTJ,1,0,0,0
5,8,5,1,4,9,8,6,8,6,8,4,4,2,8,INFJ,0,1,1,0
8,8,10,7,3,5,6,4,10,7,9,6,9,6,6,ESFP,1,0,1,1
10,8,1,5,7,7,2,4,6,2,8,5,2,9,10,ESFP,1,0,1,1
2,1,4,5,2,5,9,3,1,7,5,3,3,3,9,ISTJ,0,0,0,0
10,9,10,6,9,8,1,10,8,2,9,5,8,4,6,ENFP,1,1,1,1
4,3,10,7,1,4,10,4,7,2,1,2,10,2,6,ESTJ,1,0,0,0
1,9,5,4,5,1,3,9,7,10,4,3,7,9,6,ISFP,0,0,1,1
10,1,7,4,8,1,5,1,6,10,4,1,10,9,6,ESFP,1,0,1,1
6,2,2,9,3,4,9,10,5,1,3,5,6,6,7,INTP,0,1,0,1
6,4,10,4,3,2,1,10,10,5,3,5,10,9,9,ESFP,1,0,1,1
9,10,1,4,5,5,6,9,8,10,4,5,2,5,6,ENFJ,1,1,1,0
10,10,8,10,1,4,3,9,10,8,1,3,2,9,8,ESFP,1,0,1,1
1,4,7,3,1,3,2,1,7,2,3,6,1,10,3,ISTJ,0,0,0,0
9,6,2,10,2,2,5,9,3,5,10,1,4,7,2,ESFJ,1,0,1,0
10,9,9,3,10,1,2,3,6,10,2,6,7,4,5,ESFP,1,0,1,1
5,10,6,10,7,4,9,4,8,10,8,6,3,7,10,ENFP,1,1,1,1
8,6,4,5,2,8,4,4,2,8,3,4,1,4,4,ESTJ,1,0,0,0
7,8,1,10,3,1,1,3,2,8,1,8,9,8,10,ESTP,1,0,0,1
10,10,3,4,8,2,2,7,10,4,8,1,5,9,6,ESFP,1,0,1,1
9,1,2,6,5,8,6,3,3,6,8,9,4,3,8,INFP,0,1,1,1
6,1,9,10,5,1,6,8,3,2,7,6,6,6,3,ESTP,1,0,0,1
6,1,8,8,4,2,4,7,6,5,6,10,1,2,10,ESFP,1,0,1,1
9,1,7,8,3,2,5,5,8,3,7,8,8,2,2,ESFJ,1,0,1,0
5,9,5,8,7,4,1,2,6,4,5,7,2,6,10,ESTP,1,0,0,1
10,6,5,2,7,1,10,4,10,7,5,2,7,4,7,ENFJ,1,1,1,0
8,5,3,7,5,9,4,4,5,10,9,10,6,7,5,ENFP,1,1,1,1
7,10,10,5,6,10,1,5,7,2,5,4,9,4,1,ENTJ,1,1,0,0
10,7,6,6,4,1,7,7,9,8,1,9,4,10,7,ESFP,1,0,1,1
5,9,4,4,4,1,2,8,3,6,10,7,10,4,6,ESFP,1,0,1,1
5,10,3,2,8,3,10,8,2,7,10,4,9,5,6,INFP,0,1,1,1
2,6,6,3,8,7,6,6,3,1,10,8,2,2,8,INTJ,0,1,0,0
7,4,3,5,9,8,7,9,3,1,6,5,4,8,3,INTJ,0,1,0,0
2,8,1,10,3,9,1,4,3,1,8,10,5,6,3,ESTP,1,0,0,1
9,5,3,8,5,3,8,1,10,4,8,9,6,9,10,ESFP,1,0,1,1
5,5,10,4,3,5,1,10,3,7,4,6,4,6,10,ESTP,1,0,0,1
6,2,2,7,8,7,2,9,1,3,7,1,9,8,10,INTP,0,1,0,1
3,10,6,10,4,2,2,1,1,8,6,7,5,3,6,ESTP,1,0,0,1
3,6,6,5,10,6,2,8,1,2,4,2,1,4,1,INTJ,0,1,0,0
7,10,9,7,6,5,5,4,9,1,1,9,6,1,6,ESTP,1,0,0,1
4,1,3,2,1,7,7,5,10,6,4,2,8,10,8,ISFP,0,0,1,1
5,6,6,3,4,3,9,2,2,8,7,4,2,7,10,ISFP,0,0,1,1
3,6,2,4,9,7,3,2,8,7,5,8,8,6,7,INFP,0,1,1,1
4,2,10,10,1,8,7,9,10,4,3,4,3,10,6,ENFP,1,1,1,1
3,3,1,3,6,8,9,3,10,10,10,2,4,1,6,INFJ,0,1,1,0
5,9,7,2,6,3,8,5,4,5,7,1,7,6,6,ENFJ,1,1,1,0
8,3,6,6,4,6,8,1,9,2,2,7,6,6,2,ESTP,1,0,0,1
7,5,4,10,7,1,5,7,3,8,2,2,9,6,2,ESTJ,1,0,0,0
9,5,3,6,2,6,7,8,6,8,1,8,10,3,10,ENTP,1,1,0,1
8,9,8,6,6,10,8,10,6,4,9,2,3,5,6,ENFJ,1,1,1,0
3,4,8,4,2,9,7,10,9,3,5,4,8,4,6,INFP,0,1,1,1
9,1,9,10,9,9,1,3,3,5,5,1,3,2,1,ENTJ,1,1,0,0
5,8,3,5,7,7,2,3,9,9,1,4,5,5,6,ESFJ,1,0,1,0
4,6,10,1,6,3,8,5,6,4,7,8,6,2,8,ENFP,1,1,1,1
4,1,10,4,9,7,3,5,2,4,7,6,3,3,7,INTJ,0,1,0,0
8,6,4,6,6,9,8,2,2,2,2,9,7,7,1,ENTP,1,1,0,1
1,9,1,2,5,1,10,8,2,5,5,2,1,6,10,INTJ,0,1,0,0
8,2,1,3,10,2,4,4,3,7,3,10,1,3,9,ISTP,0,0,0,1
6,6,9,9,7,8,2,9,2,7,10,10,5,6,7,ENFP,1,1,1,1
3,8,8,3,6,3,6,8,10,1,1,4,4,3,5,ENTJ,1,1,0,0
9,5,6,7,4,7,7,10,8,7,6,7,10,6,6,ENFP,1,1,1,1
8,7,1,3,10,1,2,7,9,4,9,1,2,7,9,ISFJ,0,0,1,0
1,6,10,9,7,1,1,5,10,1,3,2,6,9,1,ESTJ,1,0,0,0
4,8,5,4,3,10,3,6,7,1,7,3,1,8,4,ENTJ,1,1,0,0
6,7,2,10,7,3,9,10,10,6,9,3,5,10,2,ENFJ,1,1,1,0
1,1,8,6,6,2,10,5,4,10,2,2,6,8,10,INFP,0,1,1,1
4,3,5,7,4,3,4,4,6,6,3,5,6,9,7,ISTP,0,0,0,1
9,7,1,5,3,8,4,4,6,1,9,8,8,1,1,ESFJ,1,0,1,0
5,8,7,3,3,2,1,4,9,9,3,5,2,9,7,ESFP,1,0,1,1
5,1,8,1,1,5,3,9,9,10,6,10,4,6,6,ISFP,0,0,1,1
8,5,4,8,6,7,6,2,8,9,1,3,10,8,3,ENFP,1,1,1,1
5,5,1,10,10,7,4,3,3,5,6,1,6,6,4,ENTJ,1,1,0,0
7,6,2,5,6,2,10,4,5,4,4,9,2,6,10,INTP,0,1,0,1
1,6,7,5,9,7,6,4,10,1,3,10,5,4,1,INTJ,0,1,0,0
9,10,6,9,6,6,4,5,10,6,1,8,2,2,1,ENFJ,1,1,1,0
3,8,3,2,6,8,4,6,4,9,10,6,9,5,7,INFP,0,1,1,1
5,7,7,4,6,8,8,1,10,4,4,3,4,1,4,ENFJ,1,1,1,0
4,9,9,9,4,9,10,8,3,5,5,10,1,6,10,ENTP,1,1,0,1
6,4,5,8,4,7,1,3,5,4,5,2,9,8,6,ESTP,1,0,0,1
5,7,1,7,6,10,10,1,1,2,3,8,7,2,3,INTJ,0,1,0,0
1,10,4,5,3,3,5,2,9,6,9,3,2,6,2,ISFJ,0,0,1,0
10,9,5,2,1,9,10,5,5,7,3,10,6,6,2,ENTP,1,1,0,1
1,9,6,7,10,6,8,5,9,3,3,1,3,3,7,ENTJ,1,1,0,0
1,7,10,1,3,9,9,9,4,3,5,7,2,8,8,INTP,0,1,0,1
8,9,9,2,9,5,6,8,9,5,2,8,6,5,3,ENFP,1,1,1,1
6,7,7,2,3,4,3,3,3,6,2,2,7,3,1,ESTJ,1,0,0,0
3,6,2,10,10,1,3,8,5,10,2,5,8,10,6,ENFP,1,1,1,1
6,3,1,2,10,4,1,5,8,4,3,2,1,7,4,ISTJ,0,0,0,0
4,10,6,9,9,8,4,5,5,6,5,10,10,8,9,ENFP,1,1,1,1
7,8,2,6,7,2,2,4,8,1,8,4,2,8,10,ESFP,1,0,1,1
1,10,5,5,5,4,1,8,6,1,4,4,4,10,2,ESTJ,1,0,0,0
8,5,1,7,9,8,6,7,5,6,2,7,8,9,7,ENTP,1,1,0,1
4,6,6,7,5,4,8,4,8,4,3,9,3,4,3,ENTJ,1,1,0,0
9,2,5,1,8,5,1,10,7,7,3,10,10,7,4,INFP,0,1,1,1
3,4,9,10,9,6,4,1,10,5,7,8,5,6,7,ESFP,1,0,1,1
3,3,8,6,7,7,6,3,6,10,5,3,6,5,2,INFJ,0,1,1,0
10,10,3,8,5,3,8,10,6,5,7,7,1,6,5,ENFJ,1,1,1,0
10,8,1,6,2,2,3,8,5,9,2,1,6,5,3,ESFJ,1,0,1,0
7,3,4,6,4,10,4,8,7,4,1,1,8,8,10,INTP,0,1,0,1
10,10,9,4,9,3,6,3,5,10,8,9,8,8,10,ENFP,1,1,1,1
4,7,4,9,1,3,4,5,1,8,10,4,10,9,9,ESFP,1,0,1,1
6,2,8,2,1,9,7,9,9,8,10,6,5,1,9,INFP,0,1,1,1
3,6,4,8,2,8,4,6,6,3,5,2,3,8,3,ESTJ,1,0,0,0
8,7,8,8,6,8,6,6,1,6,9,4,2,7,8,ENFP,1,1,1,1
10,10,1,6,4,6,3,9,4,7,2,8,6,8,7,ENTP,1,1,0,1
4,7,10,3,7,6,8,7,8,4,5,7,3,5,2,ENFJ,1,1,1,0
3,4,10,6,3,5,1,10,4,6,10,6,9,6,4,ESFP,1,0,1,1
1,1,9,10,9,1,8,7,10,10,3,8,8,10,8,ENFP,1,1,1,1
1,5,5,10,10,8,2,10,9,5,8,5,2,1,3,ENFJ,1,1,1,0
8,4,4,10,8,7,5,8,7,9,6,2,4,7,7,ENFJ,1,1,1,0
7,8,10,10,4,1,3,4,5,9,7,6,1,10,2,ESFJ,1,0,1,0
9,1,4,5,4,6,5,10,4,6,5,4,7,4,4,INTJ,0,1,0,0
4,6,5,8,7,5,7,6,4,2,8,7,7,7,4,ENTP,1,1,0,1
10,1,6,5,8,8,5,9,3,1,3,7,9,6,4,ENTP,1,1,0,1
9,3,10,10,1,3,3,5,1,10,2,5,8,7,9,ESTP,1,0,0,1
10,5,10,7,4,9,5,7,10,8,10,6,3,3,2,ENFJ,1,1,1,0
2,9,4,10,5,4,10,4,10,10,10,5,2,5,6,ENFJ,1,1,1,0
8,9,7,3,6,9,1,4,2,6,6,2,3,8,1,ESTJ,1,0,0,0
8,9,2,6,7,4,10,3,8,1,10,5,7,1,7,ENFJ,1,1,1,0
9,3,5,5,7,6,10,1,1,10,7,5,9,2,4,ENFJ,1,1,1,0
2,5,6,7,3,2,9,7,5,9,3,7,7,3,2,INFJ,0,1,1,0
3,3,5,5,1,9,7,3,5,4,4,3,7,10,3,ISTP,0,0,0,1
10,8,7,9,3,10,2,7,8,7,8,1,5,2,8,ENFJ,1,1,1,0
7,8,5,9,2,7,1,8,4,7,8,9,6,10,9,ESFP,1,0,1,1
8,10,1,4,4,4,10,7,10,6,7,10,2,8,7,ENFP,1,1,1,1
8,3,3,5,3,1,5,8,8,8,5,4,9,8,4,ISFP,0,0,1,1
9,9,10,9,6,4,7,1,4,5,7,3,10,10,2,ESFP,1,0,1,1
6,7,5,9,7,5,5,7,4,2,9,10,1,2,5,ENTJ,1,1,0,0
8,3,7,2,6,7,8,6,9,2,9,2,8,3,2,INFJ,0,1,1,0
2,10,4,3,4,10,3,8,9,6,8,8,7,10,5,INFP,0,1,1,1
5,7,9,3,6,6,3,5,6,2,1,1,4,7,1,ESTJ,1,0,0,0
7,6,7,4,7,5,5,4,2,4,7,2,3,6,2,ENTJ,1,1,0,0
4,10,9,4,7,2,6,5,5,9,4,7,4,9,7,ESFP,1,0,1,1
10,7,10,5,10,4,9,7,7,3,1,6,10,6,3,ENTP,1,1,0,1
6,8,4,4,4,6,3,6,7,9,4,10,3,7,2,ESFP,1,0,1,1
9,6,9,8,2,1,8,8,10,4,8,9,4,4,5,ESFP,1,0,1,1
10,9,8,6,4,9,2,3,10,5,2,6,1,4,2,ESFJ,1,0,1,0
6,5,5,1,10,6,8,5,4,6,7,5,5,4,9,INFP,0,1,1,1
8,8,3,4,10,2,4,3,6,6,3,4,9,4,4,ESTP,1,0,0,1
2,1,7,6,2,8,2,3,3,1,8,9,9,1,2,ISTP,0,0,0,1
7,9,6,3,8,5,10,1,5,7,6,2,10,3,2,ENFJ,1,1,1,0
5,8,10,7,7,6,1,1,4,8,1,5,6,1,7,ESTJ,1,0,0,0
4,8,10,9,3,10,4,6,10,2,5,1,3,10,4,ENFJ,1,1,1,0
7,10,2,6,1,6,1,5,2,6,9,1,2,10,4,ESFJ,1,0,1,0
1,3,6,7,3,1,10,8,4,4,7,6,6,8,3,INTP,0,1,0,1
5,3,10,1,8,4,7,7,4,9,2,10,3,8,2,INTP,0,1,0,1
6,5,8,3,10,2,3,1,3,5,4,7,2,9,1,ESTJ,1,0,0,0
9,10,7,9,2,10,6,6,4,4,6,10,6,5,2,ENTP,1,1,0,1
2,1,10,6,6,1,3,3,4,8,9,6,3,3,9,ISFP,0,0,1,1
5,7,6,4,9,2,7,9,8,1,10,9,2,5,1,ENFJ,1,1,1,0
9,2,6,4,5,10,5,2,3,5,10,8,6,6,1,ENFP,1,1,1,1
8,7,8,7,10,6,2,5,10,4,3,9,2,3,6,ENFJ,1,1,1,0
2,3,10,5,6,7,4,10,6,2,4,10,8,7,9,INTP,0,1,0,1
10,3,2,10,9,8,3,5,1,10,8,1,2,6,1,ENFJ,1,1,1,0
7,6,3,6,7,6,10,3,3,9,7,2,5,7,8,ENFP,1,1,1,1
5,1,6,2,10,7,5,2,8,5,3,6,4,6,2,INFJ,0,1,1,0
3,4,5,8,2,10,7,8,4,9,10,7,4,9,4,INFP,0,1,1,1
5,10,1,10,6,7,8,2,7,4,4,2,8,6,8,ENTP,1,1,0,1
1,8,2,5,6,6,6,9,6,2,5,9,5,8,8,INTP,0,1,0,1
10,10,5,4,7,4,9,10,6,1,10,3,7,5,4,ENFJ,1,1,1,0
4,9,3,4,7,10,7,9,2,5,1,4,9,7,4,INTP,0,1,0,1
2,6,2,7,10,4,8,6,9,10,3,4,4,10,10,INFP,0,1,1,1
7,3,6,2,1,4,2,2,5,5,2,10,3,5,9,ISTP,0,0,0,1
3,1,1,2,5,4,10,8,10,6,4,6,6,9,8,INFP,0,1,1,1
7,1,3,10,7,10,10,10,7,9,9,10,10,1,8,ENFP,1,1,1,1
7,2,1,7,10,8,4,10,1,9,7,1,2,1,7,INFJ,0,1,1,0
6,10,10,2,10,5,8,9,3,3,4,4,10,5,7,ENTP,1,1,0,1
10,5,7,2,8,5,4,2,6,1,3,9,2,10,9,ESTP,1,0,0,1
3,7,3,7,5,7,8,7,9,9,8,8,2,1,10,INFP,0,1,1,1
4,2,8,2,8,3,2,3,10,6,2,10,8,3,9,ISFP,0,0,1,1
6,9,1,3,7,3,9,6,7,4,1,7,3,1,9,INTJ,0,1,0,0
10,7,2,8,4,10,8,7,9,3,9,8,8,1,8,ENFP,1,1,1,1
5,9,6,2,1,6,8,5,3,10,8,5,7,5,10,ESFP,1,0,1,1
8,1,8,9,9,8,1,8,9,7,5,8,6,3,7,ENFP,1,1,1,1
5,10,9,7,4,7,8,10,7,9,9,8,4,8,9,ENFP,1,1,1,1
1,1,5,5,2,9,5,4,5,2,4,8,1,1,8,ISTJ,0,0,0,0
9,2,7,10,9,10,2,6,1,7,3,4,6,1,6,ENTJ,1,1,0,0
9,3,7,1,6,3,2,2,2,6,8,9,3,10,4,ISFP,0,0,1,1
9,9,6,1,2,6,1,5,3,1,5,7,6,1,10,ESTP,1,0,0,1
1,4,6,6,1,2,5,10,10,6,1,8,4,9,9,ISFP,0,0,1,1
4,7,7,8,2,1,9,6,3,7,6,9,6,10,6,ESFP,1,0,1,1
2,1,7,2,10,5,9,10,1,10,6,9,7,7,1,INFP,0,1,1,1
9,6,9,6,8,4,7,10,6,9,1,1,5,1,7,ENFJ,1,1,1,0
10,10,6,9,2,10,3,4,7,9,2,3,5,1,6,ESFJ,1,0,1,0
3,4,7,6,1,5,10,6,10,5,7,1,4,6,3,INFJ,0,1,1,0
6,7,5,4,7,8,10,3,5,1,6,9,10,7,3,ENTP,1,1,0,1
8,10,9,1,6,8,2,4,2,7,2,9,3,8,2,ESTP,1,0,0,1
7,2,3,8,9,8,1,2,10,4,2,3,7,10,4,ISFP,0,0,1,1
6,3,2,6,5,10,7,5,8,2,10,1,1,7,4,INFJ,0,1,1,0
7,10,10,9,4,10,7,4,7,6,10,3,6,2,6,ENFJ,1,1,1,0
8,8,8,5,8,10,5,4,10,8,8,9,1,5,3,ENFJ,1,1,1,0
4,2,1,1,8,4,8,4,8,1,4,5,3,3,9,INTJ,0,1,0,0
5,6,8,2,1,8,5,7,5,8,1,8,2,9,3,ENTP,1,1,0,1
5,4,2,5,3,1,9,6,4,7,4,6,6,8,2,ISTP,0,0,0,1
6,6,2,9,1,3,2,1,1,1,5,3,9,2,4,ESTJ,1,0,0,0
10,8,1,4,1,7,5,10,1,3,3,6,5,3,5,ENTJ,1,1,0,0
4,7,8,2,6,9,2,3,1,6,6,4,2,6,5,ESTJ,1,0,0,0
4,9,3,2,8,10,1,8,9,3,1,3,2,4,9,INTJ,0,1,0,0
3,5,4,3,9,9,4,4,9,3,6,2,9,9,8,INFP,0,1,1,1
9,2,8,6,9,4,5,1,3,2,1,9,5,5,6,ESTP,1,0,0,1
1,2,5,1,7,3,9,7,8,4,9,5,1,6,1,INFJ,0,1,1,0
6,7,3,2,3,1,4,8,2,9,6,6,3,6,8,ISFP,0,0,1,1
9,7,9,9,10,8,8,5,9,1,5,3,1,9,8,ENTP,1,1,0,1
6,6,5,7,7,5,4,4,10,3,5,10,1,2,3,ESFJ,1,0,1,0
8,6,2,4,10,6,10,7,7,6,6,4,2,2,2,INFJ,0,1,1,0
2,2,2,1,6,8,8,2,6,3,8,10,10,3,6,INFP,0,1,1,1
4,10,6,8,9,3,6,8,6,10,9,10,5,5,7,ENFP,1,1,1,1
4,7,5,1,1,8,2,5,1,2,9,5,6,3,8,ISTP,0,0,0,1
3,3,1,6,6,6,3,10,7,2,2,5,1,2,8,INTJ,0,1,0,0
6,9,8,9,7,7,5,3,5,8,4,2,10,5,5,ENFP,1,1,1,1
5,10,2,9,10,8,6,2,4,1,5,8,6,8,5,ENTP,1,1,0,1
8,6,2,1,10,1,5,3,8,10,6,2,10,5,5,ISFP,0,0,1,1
7,10,8,5,6,4,2,3,2,7,2,1,1,7,2,ESTJ,1,0,0,0
7,9,2,9,6,7,7,2,7,7,1,7,8,8,1,ENTP,1,1,0,1
10,1,6,5,10,1,3,3,10,5,3,4,2,10,6,ESFP,1,0,1,1
8,1,5,5,8,3,6,3,8,1,6,1,7,2,4,ISTJ,0,0,0,0
4,10,9,8,2,9,6,2,8,4,4,7,9,6,2,ESFP,1,0,1,1
7,8,2,9,7,2,5,8,5,2,7,7,10,5,7,ENTP,1,1,0,1
6,10,1,7,7,7,2,8,9,4,7,2,2,2,7,ENFJ,1,1,1,0
5,5,7,5,10,7,5,5,7,9,4,7,4,9,3,ENFP,1,1,1,1
9,2,3,2,2,4,1,3,3,10,7,1,3,4,1,ISFJ,0,0,1,0
6,5,10,1,8,7,7,10,6,5,4,6,6,10,6,ENTP,1,1,0,1
2,3,7,7,3,9,3,10,9,1,3,8,5,1,3,INTJ,0,1,0,0
4,4,4,5,4,5,10,4,9,9,3,6,9,6,9,INFP,0,1,1,1
5,9,10,6,2,10,6,8,7,3,5,8,5,9,6,ENTP,1,1,0,1
8,5,2,2,5,9,2,9,1,4,5,9,7,1,8,INTP,0,1,0,1
10,7,4,1,3,9,2,7,9,1,1,8,7,1,5,ENTP,1,1,0,1
1,7,4,3,8,7,7,1,7,1,7,2,7,6,8,INTP,0,1,0,1
8,6,2,1,9,10,6,1,6,1,1,3,4,9,2,INTJ,0,1,0,0
9,7,2,7,8,9,2,2,10,9,5,10,7,2,7,ENFP,1,1,1,1
1,8,7,8,7,5,10,9,6,5,10,3,6,2,3,ENFJ,1,1,1,0
3,4,5,8,10,10,10,6,9,2,1,2,8,7,1,INTJ,0,1,0,0
4,2,10,5,4,1,1,8,5,1,2,4,9,2,9,ESTP,1,0,0,1
3,6,8,10,4,6,2,6,8,7,6,10,4,7,7,ESFP,1,0,1,1
7,5,9,2,7,10,6,9,2,6,6,4,2,9,5,ENTJ,1,1,0,0
2,10,3,2,2,1,9,2,7,5,3,7,6,3,5,ISTP,0,0,0,1
10,3,10,3,6,7,1,9,1,4,6,1,1,1,8,ENTJ,1,1,0,0
8,8,5,9,8,8,5,10,2,2,5,7,2,10,7,ENTP,1,1,0,1
3,7,5,4,6,3,3,2,10,3,6,4,9,10,8,ISFP,0,0,1,1
2,2,2,9,4,7,9,3,5,1,4,8,3,7,3,INTP,0,1,0,1
5,4,3,2,8,1,9,4,5,4,3,2,10,3,3,INTJ,0,1,0,0
6,4,5,4,8,9,7,9,1,2,2,6,9,2,6,INTP,0,1,0,1
7,10,2,1,1,6,8,10,2,3,9,6,3,5,8,INTP,0,1,0,1
1,6,2,8,1,2,10,1,4,1,1,5,8,8,8,ISTP,0,0,0,1
5,1,1,2,5,8,5,10,4,4,6,6,8,2,10,INTP,0,1,0,1
5,4,9,6,7,5,3,3,2,5,7,4,3,7,6,ESTJ,1,0,0,0
8,9,5,9,10,1,3,5,6,1,1,4,1,9,3,ESTJ,1,0,0,0
10,2,9,9,9,3,10,4,5,1,8,7,7,5,2,ENTP,1,1,0,1
8,10,8,6,8,3,9,9,3,3,10,10,6,3,6,ENFP,1,1,1,1
8,2,6,3,1,4,5,3,10,1,1,8,1,6,5,ISTJ,0,0,0,0
9,2,1,6,7,1,8,9,7,9,3,10,10,10,3,INFP,0,1,1,1
5,2,8,9,8,10,5,5,9,3,4,2,3,6,4,ENFJ,1,1,1,0
